Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A888835,*Georgia,2/13/2024 13:54,24-Feb,9/13/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,White/Brown Tabby
A888851,*Delilah,2/13/2024 13:56,24-Feb,8/13/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Blue
A888847,*Chill Phil,2/13/2024 13:56,24-Feb,8/13/2023,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby
A888848,*Simon,2/13/2024 13:56,24-Feb,8/13/2023,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Black
A888846,*Super Steve,2/13/2024 13:56,24-Feb,8/13/2023,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby
A888844,*Nina,2/13/2024 13:57,24-Feb,8/13/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A888845,*Tini,2/13/2024 13:57,24-Feb,8/13/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Blue Tabby
A870702,*Julius,2/13/2024 14:00,24-Feb,12/11/2020,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby/White
A897583,*Phoenix,2/13/2024 14:04,24-Feb,12/13/2023,Adoption,,Dog,Neutered Male,2 months,Golden Retriever Mix,Red/Black
A897554,*Hamilton,2/13/2024 14:07,24-Feb,2/3/2022,Adoption,,Dog,Neutered Male,2 years,American Foxhound Mix,White/Black
A898154,144 Grams,2/13/2024 14:14,24-Feb,2/4/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Blue Tabby
A898155,162 Grams,2/13/2024 14:14,24-Feb,2/4/2024,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Black
A894177,*Cleo,2/13/2024 14:25,24-Feb,12/1/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A894178,*Cora,2/13/2024 14:25,24-Feb,12/1/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A894174,*Cookie,2/13/2024 14:35,24-Feb,12/1/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A893758,*Christmas Holiday,2/13/2024 14:43,24-Feb,11/28/2022,Adoption,Foster,Dog,Spayed Female,1 year,Rat Terrier,Black/White
A888426,*Foxtrot,2/13/2024 15:30,24-Feb,7/28/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Black/White
A888222,,2/13/2024 15:34,24-Feb,8/3/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby/White
A895654,Rilee,2/13/2024 15:42,24-Feb,3/2/2023,Adoption,Foster,Dog,Spayed Female,11 months,German Shepherd Mix,Black
A895468,*Pine,2/13/2024 15:47,24-Feb,11/20/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A895467,*Spruce,2/13/2024 15:48,24-Feb,11/23/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A893738,,2/13/2024 15:50,24-Feb,11/21/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A898191,Taco,2/13/2024 15:56,24-Feb,8/13/2023,Return to Owner,Field,Dog,Intact Male,6 months,Chihuahua Shorthair,Brown
A897957,,2/13/2024 16:07,24-Feb,12/6/2023,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,White/Black
A892890,*Ralphie,2/13/2024 16:10,24-Feb,11/11/2021,Transfer,Partner,Other,Intact Male,2 years,Guinea Pig,Brown/White
A897785,,2/13/2024 16:12,24-Feb,2/6/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A897878,,2/13/2024 16:22,24-Feb,2/8/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A845945,Gecko,2/13/2024 16:33,24-Feb,11/6/2020,Return to Owner,,Dog,Neutered Male,3 years,German Shepherd Mix,Brown/Black
A897910,,2/13/2024 16:40,24-Feb,2/8/2023,Adoption,,Dog,Neutered Male,1 year,Border Collie/Pembroke Welsh Corgi,Tan/White
A897900,,2/13/2024 16:43,24-Feb,4/8/2023,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair,Black
A894809,*Minka,2/13/2024 16:49,24-Feb,12/15/2021,Adoption,Foster,Dog,Spayed Female,2 years,American Bulldog Mix,Blue/White
A893711,Brownie,2/13/2024 16:54,24-Feb,10/8/2023,Adoption,,Dog,Neutered Male,4 months,Labrador Retriever Mix,Red/Black
A896475,Axl,2/13/2024 17:04,24-Feb,1/16/2022,Return to Owner,Field,Dog,Neutered Male,2 years,Boxer/Pit Bull,Red/White
A896557,Dolly,2/13/2024 17:05,24-Feb,1/17/2022,Return to Owner,Field,Dog,Intact Female,2 years,Boxer,Brown/White
A897803,,2/13/2024 17:17,24-Feb,5/7/2023,Adoption,,Dog,Spayed Female,9 months,Chihuahua Shorthair,Tan
A897227,Crouton,2/13/2024 17:27,24-Feb,1/29/2023,Adoption,,Other,Neutered Male,1 year,Guinea Pig,Tricolor
A897778,,2/13/2024 17:32,24-Feb,2/6/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A897802,,2/13/2024 17:36,24-Feb,11/24/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/Black
A897961,,2/13/2024 17:51,24-Feb,2/9/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie
A898037,Max,2/13/2024 17:54,24-Feb,2/10/2022,Return to Owner,,Dog,Neutered Male,2 years,German Shepherd/Border Collie,Black/White
A895275,*Everest,2/13/2024 18:04,24-Feb,11/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A895276,*Jupiter,2/13/2024 18:05,24-Feb,11/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A895277,*Leeko,2/13/2024 18:06,24-Feb,11/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A897723,*Heidi Hoo,2/13/2024 18:21,24-Feb,2/6/2022,Adoption,,Dog,Spayed Female,2 years,Siberian Husky,Brown/White
A897585,*Nashville,2/13/2024 18:30,24-Feb,12/13/2023,Adoption,,Dog,Neutered Male,2 months,Golden Retriever Mix,Brown/Black
A898120,Ember,2/13/2024 18:52,24-Feb,11/21/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair/Persian,Tortie
A898189,,2/14/2024 10:28,24-Feb,2/13/2019,Transfer,Partner,Dog,Intact Female,5 years,Australian Cattle Dog,Red Merle
A854601,*Petey,2/14/2024 11:36,24-Feb,4/6/2021,Adoption,Foster,Dog,Neutered Male,2 years,American Bulldog Mix,White/Black
A896314,*Amazon,2/14/2024 11:36,24-Feb,1/13/2022,Adoption,,Dog,Neutered Male,2 years,Australian Shepherd,Brown Merle/White
A897739,*Cupcake,2/14/2024 11:41,24-Feb,2/6/2012,Adoption,,Dog,Spayed Female,12 years,Chihuahua Shorthair,White/Tan
A893759,*Sugar Cookie,2/14/2024 11:53,24-Feb,11/27/2023,Adoption,Foster,Dog,Spayed Female,2 months,Rat Terrier,Brown/White
A897928,,2/14/2024 12:14,24-Feb,2/8/2017,Transfer,Partner,Cat,Neutered Male,7 years,Domestic Shorthair,White/Blue Tabby
A897112,*Brooklyn,2/14/2024 12:15,24-Feb,1/27/2016,Transfer,Partner,Cat,Intact Female,8 years,Domestic Shorthair,White
A710104,Maddie,2/14/2024 13:20,24-Feb,2/21/2013,Transfer,Partner,Dog,Spayed Female,10 years,Boxer Mix,White
A866507,Pj,2/14/2024 13:21,24-Feb,10/1/2020,Transfer,Partner,Dog,Neutered Male,3 years,American Bulldog Mix,White/Black
A897634,A897634,2/14/2024 13:35,24-Feb,2/5/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A898066,,2/14/2024 13:44,24-Feb,2/11/2022,Return to Owner,,Cat,Intact Female,2 years,Domestic Longhair,Blue
A891959,*Pumpkin,2/14/2024 13:46,24-Feb,9/30/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby
A893949,*Bronco,2/14/2024 14:36,24-Feb,11/30/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Blue/White
A898149,Dolly,2/14/2024 14:41,24-Feb,2/13/2022,Return to Owner,,Dog,Spayed Female,2 years,Miniature Poodle Mix,White
A898146,Charlie,2/14/2024 14:41,24-Feb,2/13/2017,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black
A897348,*Izzy,2/14/2024 14:42,24-Feb,1/31/2022,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,White/Blue
A892459,Gus Gus,2/14/2024 16:15,24-Feb,9/24/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Blue
A898112,Buster,2/14/2024 16:30,24-Feb,2/14/2015,Return to Owner,,Cat,Intact Male,9 years,Domestic Shorthair,Brown Tabby/White
A810996,Princess,2/14/2024 16:31,24-Feb,12/25/2017,Adoption,,Dog,Spayed Female,6 years,Cairn Terrier/Pit Bull,Brown Brindle
A897962,*Louisa,2/14/2024 16:37,24-Feb,2/9/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A897959,*Caroline,2/14/2024 16:37,24-Feb,2/9/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Orange Tabby/White
A874984,Morgan,2/14/2024 16:55,24-Feb,11/21/2022,Rto-Adopt,,Dog,Spayed Female,1 year,Pit Bull,White/Tan
A897489,Mia,2/14/2024 17:38,24-Feb,2/2/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A893871,*Eggnog,2/14/2024 17:38,24-Feb,11/29/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A896100,Ginger,2/14/2024 18:07,24-Feb,7/9/2022,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black
A898042,,2/14/2024 18:27,24-Feb,2/10/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A897421,*Birdie,2/14/2024 18:51,24-Feb,8/19/2023,Adoption,,Dog,Spayed Female,5 months,Field Spaniel Mix,White
A897426,*Gertie,2/14/2024 18:51,24-Feb,8/19/2023,Adoption,,Dog,Spayed Female,5 months,Golden Retriever,Gold
A897095,*Prince,2/15/2024 9:06,24-Feb,1/27/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black
A897248,Meowmeows,2/15/2024 9:07,24-Feb,1/29/2019,Transfer,Snr,Cat,Intact Male,5 years,Domestic Medium Hair,Silver Tabby
A897826,,2/15/2024 9:07,24-Feb,2/7/2023,Transfer,Snr,Cat,Unknown,1 year,Siamese Mix,Chocolate Point
A897625,,2/15/2024 9:08,24-Feb,2/5/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A898094,Rowdy,2/15/2024 9:09,24-Feb,2/12/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A898091,Pita,2/15/2024 9:09,24-Feb,2/12/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black/White
A898179,,2/15/2024 9:09,24-Feb,2/13/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A898183,,2/15/2024 9:09,24-Feb,2/13/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A898141,Two,2/15/2024 9:09,24-Feb,2/13/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby/White
A898204,,2/15/2024 9:10,24-Feb,8/13/2023,Transfer,Snr,Cat,Intact Male,6 months,Domestic Shorthair,Brown Tabby/White
A887799,,2/15/2024 10:08,24-Feb,7/31/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Blue Tabby
A887798,,2/15/2024 10:08,24-Feb,7/31/2023,Adoption,Foster,Cat,Neutered Male,6 months,Abyssinian,Brown Tabby
A878554,*Tag Along,2/15/2024 10:11,24-Feb,4/13/2021,Adoption,Foster,Dog,Neutered Male,2 years,Black Mouth Cur Mix,Tan/Black
A897543,Skittles,2/15/2024 11:32,24-Feb,12/14/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Black
A897423,*Duck,2/15/2024 12:56,24-Feb,8/19/2023,Transfer,Partner,Dog,Intact Male,5 months,Field Spaniel,Black
A897903,*Honeybee,2/15/2024 12:56,24-Feb,2/8/2023,Transfer,Partner,Dog,Intact Male,1 year,Field Spaniel,Tan/White
A898062,,2/15/2024 13:08,24-Feb,2/11/2023,Transfer,Partner,Other,Unknown,1 year,Chinchilla,Gray
A898228,Charlie,2/15/2024 13:13,24-Feb,2/14/2020,Return to Owner,,Dog,Intact Female,4 years,Labrador Retriever/Australian Cattle Dog,Black/White
A898234,,2/15/2024 13:22,24-Feb,5/14/2023,Transfer,Partner,Cat,Intact Female,9 months,Domestic Shorthair,Calico
A868524,*Georgie,2/15/2024 13:43,24-Feb,9/20/2022,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A898236,Esme,2/15/2024 13:43,24-Feb,9/14/2020,Transfer,Partner,Cat,Intact Female,3 years,Domestic Shorthair,Blue Tabby
A888382,*Radar,2/15/2024 14:13,24-Feb,4/12/2023,Adoption,Foster,Cat,Neutered Male,10 months,Domestic Shorthair,Blue Tabby/White
A888224,*Gardenia,2/15/2024 14:21,24-Feb,9/2/2022,Adoption,Foster,Dog,Spayed Female,1 year,Australian Cattle Dog,Blue Tick
A894869,*Joy,2/15/2024 14:25,24-Feb,11/2/2023,Adoption,Foster,Dog,Spayed Female,3 months,Labrador Retriever,Black/Black
A898277,Penny,2/15/2024 14:50,24-Feb,5/14/2023,Return to Owner,,Cat,Spayed Female,9 months,Domestic Shorthair,Blue/White
A890572,Butterbean,2/15/2024 16:50,24-Feb,10/10/2022,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Blue/White
A897685,*Bojangles,2/15/2024 16:50,24-Feb,12/14/2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever,Black
A897958,*Ford,2/15/2024 17:00,24-Feb,12/6/2023,Adoption,,Dog,Neutered Male,2 months,Boxer/Labrador Retriever,Brown/Tan
A898122,,2/15/2024 17:10,24-Feb,11/9/2023,Adoption,,Cat,Neutered Male,3 months,Persian Mix,White
A898121,,2/15/2024 17:10,24-Feb,11/9/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Longhair/Persian,White
A897141,,2/15/2024 17:24,24-Feb,10/27/2023,Adoption,,Dog,Spayed Female,3 months,Pit Bull,Black/White
A895901,Canelo,2/15/2024 17:49,24-Feb,12/5/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd,Black
A897913,*Yardley,2/15/2024 17:54,24-Feb,2/8/2023,Transfer,Partner,Dog,Intact Female,1 year,Catahoula Mix,Blue Merle/White
A893952,*Million Dollar Baby,2/15/2024 18:57,24-Feb,11/30/2021,Adoption,,Dog,Spayed Female,2 years,Boxer,Black/White
A878014,*Collins,2/16/2024 8:12,24-Feb,4/5/2021,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A897976,*Peggy Sue,2/16/2024 11:34,24-Feb,2/9/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Brown Tabby/White
A895143,Coffee,2/16/2024 12:17,24-Feb,10/22/2022,Adoption,,Dog,Neutered Male,1 year,Plott Hound Mix,Brown
A898169,Chloe,2/16/2024 12:21,24-Feb,12/13/2023,Adoption,,Dog,Intact Female,2 months,Labrador Retriever Mix,Yellow/White
A896564,*Daisy,2/16/2024 12:50,24-Feb,1/17/2023,Adoption,,Cat,Spayed Female,1 year,Cymric Mix,Orange Tabby
A880160,*Garth,2/16/2024 13:18,24-Feb,5/5/2018,Adoption,Foster,Dog,Neutered Male,5 years,Treeing Walker Coonhound/Labrador Retriever,White/Tan
A894022,*Blackberry,2/16/2024 14:14,24-Feb,11/25/2023,Adoption,,Dog,Neutered Male,2 months,Siberian Husky Mix,Black/White
A893385,,2/16/2024 14:30,24-Feb,7/20/2023,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Cream Tabby/White
A897511,Angel,2/16/2024 14:45,24-Feb,2/2/2022,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A898031,*Hugs And Kisses,2/16/2024 15:12,24-Feb,11/28/2023,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,White/Black
A897140,,2/16/2024 16:01,24-Feb,10/27/2023,Adoption,,Dog,Spayed Female,3 months,Pit Bull,Black/White
A889877,Billy,2/16/2024 16:18,24-Feb,9/1/2023,Adoption,Foster,Cat,Neutered Male,5 months,Manx,Black
A897481,*Galentine,2/16/2024 16:20,24-Feb,2/4/2022,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,Black/White
A897954,*Tweet,2/16/2024 16:46,24-Feb,10/1/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A897955,*Chirp,2/16/2024 16:47,24-Feb,10/1/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Brown Tabby/White
A896880,Nani,2/16/2024 17:04,24-Feb,1/23/2021,Adoption,,Dog,Spayed Female,3 years,Doberman Pinsch,Chocolate/Tan
A895900,Juniper,2/16/2024 17:12,24-Feb,12/5/2023,Adoption,,Dog,Neutered Male,2 months,Alaskan Husky,Black/White
A775480,Rocky,2/16/2024 17:27,24-Feb,2/16/2011,Return to Owner,,Dog,Intact Male,13 years,Boxer Mix,Fawn
A897838,,2/16/2024 17:36,24-Feb,12/7/2023,Adoption,,Dog,Neutered Male,2 months,Great Pyrenees Mix,White
A893712,Sofie,2/16/2024 17:57,24-Feb,10/8/2023,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,Red Tick/White
A898362,,2/16/2024 18:07,24-Feb,2/15/2022,Return to Owner,Field,Dog,Intact Male,2 years,Labrador Retriever Mix,Gold/Tan
A898197,Wendy,2/16/2024 18:14,24-Feb,2/13/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A893839,*Holiday,2/16/2024 18:15,24-Feb,11/29/2021,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A890342,*Macho,2/17/2024 7:34,24-Feb,12/7/2019,Adoption,Foster,Dog,Neutered Male,4 years,Pit Bull Mix,Brown/White
A893760,*Chocolate Cocoa,2/17/2024 9:33,24-Feb,11/27/2023,Adoption,Foster,Dog,Intact Male,2 months,Rat Terrier,Brown
A893745,Toto,2/17/2024 10:01,24-Feb,11/28/2018,Adoption,Foster,Dog,Spayed Female,5 years,Wire Hair Fox Terrier Mix,Black
A898026,Pongo,2/17/2024 11:26,24-Feb,11/28/2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A898098,,2/17/2024 11:28,24-Feb,2/12/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,Calico Point
A893579,Arnie,2/17/2024 11:34,24-Feb,11/23/2021,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull,Black/White
A895994,Puppy,2/17/2024 12:04,24-Feb,1/11/2023,Return to Owner,Field,Dog,Intact Male,1 year,Labrador Retriever,White/Brown
A840262,Kenny,2/17/2024 12:10,24-Feb,6/19/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A896852,*Cozy,2/17/2024 12:31,24-Feb,1/22/2022,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Brown Brindle/White
A893578,Tiger,2/17/2024 14:05,24-Feb,3/24/2023,Return to Owner,,Dog,Neutered Male,10 months,Pit Bull,Yellow Brindle/White
A897509,Cookie,2/17/2024 14:22,24-Feb,2/17/2019,Rto-Adopt,,Dog,Spayed Female,5 years,Pit Bull Mix,Brown Brindle/White
A896510,*Meringue,2/17/2024 15:31,24-Feb,1/17/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby
A898346,Breleigh,2/17/2024 16:15,24-Feb,2/15/2022,Return to Owner,,Dog,Spayed Female,2 years,English Springer Spaniel,Brown/White
A893746,Watson,2/17/2024 16:55,24-Feb,11/28/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/Brown
A897315,*Nadine,2/17/2024 17:18,24-Feb,1/31/2022,Adoption,,Dog,Spayed Female,2 years,American Pit Bull Terrier,White/Blue
A895298,*Amelia,2/17/2024 17:44,24-Feb,12/27/2021,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A898212,(Mom),2/18/2024 0:00,24-Feb,2/14/2023,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair,Red
A898214,(Baby 2),2/18/2024 0:00,24-Feb,2/10/2024,Transfer,Partner,Dog,Intact Male,1 weeks,Chihuahua Shorthair,Chocolate/Tan
A898216,(Baby 4),2/18/2024 0:00,24-Feb,2/10/2024,Transfer,Partner,Dog,Intact Male,1 weeks,Chihuahua Shorthair,Black/Tan
A898213,(Baby 1),2/18/2024 0:00,24-Feb,2/10/2024,Transfer,Partner,Dog,Intact Male,1 weeks,Chihuahua Shorthair,Tan/Black
A898215,(Baby 3),2/18/2024 0:00,24-Feb,2/10/2024,Transfer,Partner,Dog,Intact Male,1 weeks,Chihuahua Shorthair,Tan
A898503,,2/18/2024 8:30,24-Feb,8/17/2023,Transfer,Partner,Bird,Intact Female,6 months,Chicken/Wyandottes,Red/Black
A898538,Max,2/18/2024 9:30,24-Feb,12/14/2016,Return to Owner,Field,Dog,Neutered Male,7 years,Dachshund,Black
A897113,Kaiyah,2/18/2024 11:48,24-Feb,9/13/2019,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Red/White
A896862,Lilo,2/18/2024 12:38,24-Feb,2/24/2017,Adoption,,Dog,Spayed Female,6 years,Labrador Retriever Mix,Chocolate
A898043,*Flora,2/18/2024 13:07,24-Feb,2/10/2022,Transfer,Partner,Dog,Intact Female,2 years,Cairn Terrier,Tan/White
A898270,,2/18/2024 13:17,24-Feb,10/14/2023,Adoption,,Other,Intact Female,4 months,Guinea Pig,White/Brown
A896453,,2/18/2024 13:53,24-Feb,9/16/2023,Adoption,,Dog,Neutered Male,5 months,Pit Bull Mix,Blue/White
A898125,Miso,2/18/2024 14:39,24-Feb,2/12/2022,Rto-Adopt,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A898030,*True Love,2/18/2024 15:19,24-Feb,11/28/2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A897627,Willie Nelson,2/18/2024 16:03,24-Feb,2/5/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A898521,Deoggee,2/18/2024 16:17,24-Feb,2/17/2022,Return to Owner,,Dog,Intact Male,2 years,Australian Kelpie Mix,Brown
A896326,*Lil Lady,2/18/2024 16:22,24-Feb,12/5/2023,Adoption,Foster,Dog,Spayed Female,2 months,Pit Bull,Black/White
A897914,Jetta,2/18/2024 16:37,24-Feb,5/8/2016,Transfer,Partner,Cat,Spayed Female,7 years,Domestic Shorthair,Brown Tabby
A898399,Lola,2/18/2024 16:45,24-Feb,4/16/2023,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair,Brown Tabby
A896325,*Princess Moo-Moo,2/18/2024 16:53,24-Feb,12/5/2023,Adoption,Foster,Dog,Spayed Female,2 months,Pit Bull,White/Black
A894013,*Ginger,2/18/2024 16:56,24-Feb,12/1/2021,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A897281,Murphy,2/18/2024 17:15,24-Feb,3/30/2023,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/Gray
A896647,Sansa,2/18/2024 17:24,24-Feb,1/19/2022,Adoption,,Dog,Spayed Female,2 years,Belgian Malinois,Sable
A895159,Chelsea,2/18/2024 18:17,24-Feb,12/22/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A897789,Oso,2/18/2024 18:24,24-Feb,3/7/2023,Adoption,,Dog,Neutered Male,11 months,German Shepherd Mix,Brown/Black
A898388,,2/19/2024 10:25,24-Feb,12/1/2023,Transfer,Partner,Dog,Intact Female,2 months,Belgian Malinois,Tan/Black
A897786,*Cricket,2/19/2024 11:10,24-Feb,2/6/2022,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A898332,,2/19/2024 11:11,24-Feb,2/15/2023,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A898394,Tim Tam,2/19/2024 12:37,24-Feb,2/16/2022,Return to Owner,,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby
A897880,Ricardo,2/19/2024 12:39,24-Feb,2/8/2023,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair,Black
A897902,*Bubba,2/19/2024 13:47,24-Feb,2/8/2023,Transfer,Partner,Dog,Neutered Male,1 year,Field Spaniel,Tan/White
A889709,Nala,2/20/2024 0:00,24-Feb,9/26/2020,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull,Blue/White
A898261,Loki,2/20/2024 8:30,24-Feb,2/14/2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby/White
A898312,,2/20/2024 8:30,24-Feb,8/15/2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White
A898391,,2/20/2024 8:30,24-Feb,2/16/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Orange Tabby
A898269,,2/20/2024 8:30,24-Feb,2/14/2023,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Black
A898376,,2/20/2024 8:30,24-Feb,2/15/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White
A898195,,2/20/2024 8:30,24-Feb,2/13/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Gray Tabby
A898403,Odin,2/20/2024 10:34,24-Feb,2/16/2023,Return to Owner,,Dog,Intact Male,1 year,Catahoula,Red Merle/Blue Merle
A898579,,2/20/2024 13:27,24-Feb,12/5/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A898450,,2/20/2024 13:28,24-Feb,11/1/2023,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair,Blue
A897697,Chase,2/20/2024 14:22,24-Feb,2/5/2014,Adoption,,Dog,Intact Male,10 years,Miniature Poodle Mix,Black
A893554,Sweet Pea,2/20/2024 14:28,24-Feb,11/22/2022,Adoption,Foster,Dog,Neutered Male,1 year,Mastiff Mix,Black Brindle/Brown
A864043,Macie,2/20/2024 14:33,24-Feb,8/19/2021,Adoption,Foster,Dog,Spayed Female,2 years,Catahoula,White/Tan
A897995,,2/20/2024 14:48,24-Feb,2/9/2023,Transfer,Partner,Other,Intact Male,1 year,Rabbit Sh Mix,Brown/Black
A898243,Enzo,2/20/2024 16:00,24-Feb,12/14/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Brown
A870877,*Wallace,2/20/2024 16:05,24-Feb,6/1/2022,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
